X Y
2.876029070287384748e-01 5.575230614254460537e-01
9.963469263760715844e-01 1.653710789737374842e-01
8.541421714963192136e-01 1.685724189227102432e-01
4.758283087903601993e-01 5.397326685309964400e-01
7.226744956598374348e-01 4.353785640190479533e-01
1.396267564671304084e-01 2.312257195589528802e-02
7.144770748737271360e-01 6.191809249811408566e-02
2.063825650903241549e-01 9.479885024123423376e-01
3.088252561869275770e-01 9.113150263628226888e-01
8.149197471552235283e-01 7.759953108244646014e-01
2.605994947891965285e-01 5.980899834394369785e-01
7.175558945793945043e-01 9.018135681036407725e-01
7.282758176738475253e-01 2.992663478494983487e-02
6.623104803795595297e-01 8.017281401500614413e-01
5.831046899584115817e-01 3.010502084345431095e-01
4.971567024183659589e-01 9.238676161888561555e-01
5.649299956753499607e-01 5.784769111860927904e-01
8.278233079982509901e-01 2.745024116408392167e-01
9.130938490303556199e-01 1.628428887947757087e-01
9.759832936320484986e-01 1.921518185622438368e-01
5.582412560788534428e-01 7.763746318693197646e-01
5.421759474784954014e-01 4.575304068208969621e-01
8.233720116818110668e-04 1.838333246519879838e-01
9.830796012585226729e-01 3.116603360465070027e-01
7.737812197832061312e-01 5.598325096270243550e-01
3.148601308983508540e-01 7.806651863106187639e-01
8.653064007630462129e-01 9.215958771932771798e-01
7.345143563886553650e-01 9.639547348775482360e-01
6.106284895621987285e-01 7.134019732987199047e-01
3.030649343791345096e-01 4.988484903750098898e-01
6.744221668288192806e-01 4.320654597811346420e-02
5.282136917641286900e-01 9.439641116114797503e-01
3.917126060725427683e-01 5.229866995281150510e-01
1.749394617004664809e-01 5.336850230243567195e-01
5.751288599272275093e-02 8.838860737936482526e-02
5.725580042065941955e-01 3.685808572543111117e-01
3.018432599704652386e-01 4.782125208709619990e-01
1.742302917839271270e-01 7.362373196932370245e-01
6.006805198972752224e-01 1.176054332593086116e-01
9.764185382253194323e-01 6.473410526187698411e-01
2.983750478118940563e-02 7.589251533603983413e-01
3.573839859013927533e-01 2.584658800940915491e-01
3.063907791114995893e-01 1.105320577218631417e-01
2.052640479233036608e-01 7.590966710327929912e-01
1.478160317407728463e-01 1.067680263395303086e-01
6.526394291822698035e-01 1.900158288467399537e-01
6.078941920498870388e-02 6.432827031641207283e-01
9.406788211287575585e-01 6.434938481951879563e-02
6.593393922326606926e-03 9.526327496965808495e-01
3.918975291294124474e-02 4.544275285531825803e-01
7.195393498077728989e-02 2.207826184220260668e-01
2.940974993054932263e-01 1.871796209215491613e-01
1.301044804741010585e-01 6.714627134959527677e-02
4.169548772575042417e-01 9.747822140613594533e-01
1.674113777656419666e-01 9.843791746523745667e-01
8.523990469685110982e-01 8.859363323468938400e-02
4.354387565759654244e-02 1.307375921248865591e-02
5.772554960161122573e-01 7.064945283185010139e-01
2.323210259127324040e-01 9.123527652796464826e-01
5.217033675040441132e-01 8.138141414137873841e-01
2.207998325623050651e-01 9.598487613199786495e-01
5.125125648225018482e-01 1.234736750468534705e-02
6.263090550786429844e-01 3.712896262614990839e-01
5.936756430648471028e-02 8.423088973107828448e-01
1.618932640903469888e-01 7.970844819268957382e-01
3.005297690775227126e-01 6.917453794730176186e-01
6.743038344101736081e-01 7.661406890015485249e-01
3.764401005786770504e-01 2.840230943050845447e-01
6.164593565176672563e-01 1.931711362508116148e-01
5.868578520150264932e-01 4.636849685882579175e-01
8.483086862638594683e-01 4.734817615557959103e-01
3.873052917919561633e-02 2.736569501169019425e-01
1.227272169660040824e-01 7.152678189884592586e-01
6.463679375790887249e-02 9.621422971649765676e-01
2.567933858244787482e-01 8.144476371782776170e-01
6.099786436814585988e-01 5.005540150917286990e-01
4.727154393843412405e-01 5.013490737320631663e-01
1.362048380354331512e-01 4.772110171909111909e-01
5.162483390111816117e-02 4.163124324442808444e-01
9.210733602956189259e-02 5.673680062114490052e-01
9.444726256986185620e-01 3.767176069539616146e-01
8.244457348546082587e-01 3.528101103177427866e-02
7.407697324190776200e-03 6.584003679372787410e-01
1.607679484865049968e-01 2.782991909060988922e-01
4.414938535843431211e-01 4.152085246114087802e-01
6.202327542451845366e-01 8.711010222563356775e-01
6.246334973119549439e-01 6.102203598946781549e-01
2.511526801661482233e-01 8.156165475251285768e-01
3.158014562596777042e-01 5.559081602936882804e-01
3.477762445124188417e-02 8.334982175062581877e-01
6.579858175149104760e-01 3.718142207568939650e-01
1.781493472083583995e-02 3.523000332037166116e-01
3.634750578927453679e-01 1.339208654048599234e-01
9.471512194993522149e-01 2.677549751236907305e-02
2.526604743218462401e-01 4.659887636688242463e-02
6.668778525859968553e-01 3.594078841001306923e-01
6.662936645666253099e-01 4.117015320658869992e-01
1.085277405943063656e-02 7.281201962999570565e-01
6.660793563311457888e-01 8.830188883718039783e-01
7.171356401958542959e-01 7.349974188391704688e-01
5.039983305161197524e-01 5.200253023758548698e-01
4.906359161733638841e-01 9.538844662826662102e-02
6.934616300085563179e-01 7.894312209910880895e-03
7.193311293811209817e-01 4.569278843632637033e-01
3.733972363513250459e-01 3.252427663902679456e-01
1.959626887095751169e-01 1.576117264860088518e-01
