X Y
8.382851052100066536e-01 7.048702253025829201e-01
3.758774041751228312e-01 8.186683344502502235e-01
9.774198851436426416e-01 4.712292158479468585e-01
2.836016675021089117e-01 3.313435009686244159e-01
5.881015870763135478e-01 5.592041185054497099e-01
5.189748578750775776e-01 6.782677280034880019e-01
4.169164367556073003e-01 6.042131469675192657e-01
4.401902624440535705e-01 4.677248717584303606e-02
7.384958073955947278e-01 8.062774343796698107e-01
3.266492095719637501e-01 4.409900382994598189e-01
9.842722682180593541e-01 5.400096504256592933e-01
8.413074087401478662e-01 7.699714516608860970e-01
4.956530893461698062e-01 8.720289938551721853e-01
7.381402530217795466e-02 6.358409090257020058e-01
7.543040133745081421e-01 6.030220788420389555e-01
1.328583314230624701e-02 4.350192479013319513e-01
7.357545953237414338e-01 4.554595165070306484e-01
6.420293834244764630e-01 6.222976861862957731e-01
8.397089799278253386e-01 4.077834347491025024e-01
8.899746840499822564e-02 8.554346123299400029e-01
3.110135677911186614e-01 3.259253006196868307e-01
7.017233724717928389e-01 1.386734174256827323e-01
9.909440570930082570e-01 1.082520984547951093e-01
8.836099696482777599e-01 8.437285138003969287e-02
8.172403721523902043e-01 2.648942535787714991e-01
1.058564532164671945e-01 4.546064294992416821e-01
8.554860466342991687e-01 4.899982585040758565e-01
4.541483398655454806e-01 1.516751709759392996e-01
6.126177328519732956e-02 4.762377184963556553e-01
6.817889964102580302e-01 9.818328573342860466e-01
5.155330117061337480e-01 9.200181220299866736e-01
9.739902282075784123e-01 3.915461211518592721e-01
5.420078714854559276e-02 3.379621278573690102e-01
4.154487631682030058e-01 5.561088672119129939e-04
7.493195898964366553e-01 4.226552793714065670e-01
9.650919211944907206e-01 5.803860424583560107e-01
9.320663047596824402e-01 8.099786069161889479e-01
5.017606256263875686e-01 1.324759129026886750e-02
7.026186032600366671e-01 2.787359000824078947e-01
3.160097074924053118e-01 7.631327215060798030e-01
6.244325919326019214e-01 4.136761176283513253e-01
8.761367848638051958e-01 3.495544686278189150e-01
3.755049434206914061e-02 6.413123159894397185e-01
6.828421663122284935e-01 3.503907009355688995e-01
3.725104878295963928e-01 4.829803298312081994e-01
7.606935332900650604e-01 2.611644625303296552e-01
8.546852213595728109e-01 4.540233076160059555e-01
7.748628783633738637e-01 7.232746437298873676e-01
3.426513497904009053e-01 6.015008505994406951e-01
5.112499211845311642e-03 5.599718590744208191e-01
4.385648016859641229e-01 9.221997154583904122e-01
8.732461572403854566e-01 1.185049593356637399e-01
7.822119788960220088e-01 8.689277317949312129e-01
2.986164716575735456e-01 5.425631105230324103e-01
5.857743046072173554e-01 8.927278310103183845e-01
7.848962324008582625e-01 3.995424910945665209e-01
6.688561226552395267e-01 1.091802874892392472e-01
8.956436439060178056e-01 6.655660574006346808e-01
8.296102510513394535e-01 7.043016384802721630e-01
9.559939594666022611e-01 8.077780692469722634e-01
1.111745099498842038e-01 2.941749486823115323e-01
4.468686590564430183e-03 7.291281759341246005e-01
9.479623617904664457e-02 6.300349399149079987e-01
9.879362649850631506e-02 8.106798850307043169e-01
3.410115716508084205e-01 2.580216697598344266e-01
5.052236985584575013e-01 9.776940280705982422e-01
6.825766836535005488e-01 5.122148478964606566e-01
6.785393941430633014e-01 1.077160133529404540e-01
6.003682861509694879e-01 1.890673323576697040e-01
3.469242842873814237e-01 7.817348047935410715e-01
2.067768486629084634e-01 6.142391687868231642e-02
9.682112195519676501e-02 9.588306019235182109e-01
1.888521561764053835e-01 2.075504247126689350e-01
2.893669988225305856e-01 3.830391953292257012e-01
4.241095230154173779e-01 1.923138868621517839e-01
7.012722671552830134e-01 9.822301070134197287e-01
2.222826786398188759e-01 2.550158263027847427e-01
4.504323233894247380e-01 5.789554952738722449e-01
5.269854485085290197e-01 8.909524833437876268e-02
3.946559517334534695e-01 2.163642390926503456e-01
6.403132823110494476e-01 3.623871260078810330e-01
7.788033064650037307e-01 2.652687240639065580e-01
9.225859668655056467e-01 4.115655853281581233e-01
9.340754460175860752e-01 3.168693277760683547e-01
3.303975119049314957e-01 2.919871217106095873e-02
1.618256662996752082e-01 3.309247661969080267e-01
2.988385810319542646e-01 2.183511557651494073e-01
3.298412594163890876e-01 4.205121423404543091e-01
9.198173132943435748e-01 2.198107596476902570e-01
6.431023779849154298e-01 1.135509775323322312e-01
4.811315248730893002e-01 9.443425913699211582e-01
4.829728679535553182e-01 6.993788590310024977e-01
2.921701701738507184e-01 6.669286832522166586e-01
1.608365610504988163e-01 6.795179757783641472e-01
8.111516304742402150e-01 4.946890946795227118e-01
4.198744856544797122e-01 3.102786543162978639e-01
5.237553899979940919e-01 6.893786490708786463e-01
8.451975179341094657e-01 7.180386451532674297e-01
5.523792021854929679e-01 1.109579599703888197e-01
2.212834136772675597e-01 6.255175893414507415e-01
8.738160207595727647e-01 1.771849129248570520e-02
6.694647693977162639e-02 6.370475706600753352e-01
4.493677411272584132e-01 7.577346526361329326e-01
3.004706362862499258e-01 2.322418362047690144e-01
5.294449841869556250e-01 6.975841391988875095e-01
2.172541651825508069e-01 7.812142475206040881e-01
8.747322670868816763e-01 8.789690660736000360e-01
2.576743289146122828e-01 3.409928715181956838e-01
4.692916914967036890e-01 7.999240980488031560e-01
8.426415391698948154e-01 9.520603393066584541e-02
9.648100590186153847e-01 1.075531371454552243e-02
6.142394669970189236e-01 1.616685321994989488e-01
2.195381149879229721e-01 4.304079658039801082e-01
6.947923958718490445e-01 1.897771078566130587e-01
2.488133446248484981e-01 3.527488777097483874e-01
2.646712468537113505e-01 9.875545795674274263e-01
4.158038904758165621e-02 3.791457806724212176e-01
4.844893143903765687e-01 7.657787995548026583e-02
7.786724770330951673e-01 7.376101213623854624e-01
9.429598422222585929e-01 7.846372685505000888e-01
9.915105432634193638e-01 9.062834829357022670e-01
9.576911015135213256e-01 1.378144145118902486e-01
5.035706817136080815e-01 3.727478786513690467e-01
8.839125333642680049e-01 5.625084665748441015e-01
6.875797825218032955e-02 8.320758132543693009e-01
1.386085259904747957e-01 2.101466636518446451e-01
6.878058698479113664e-01 7.982235590528948821e-01
7.131176407570912756e-01 1.356959412265468234e-02
5.079414830855281116e-01 2.245687725143020730e-01
3.322359552827912621e-01 9.877738351389279137e-01
1.330952499445655635e-01 3.870645097155291925e-01
9.362472254032544461e-01 8.839319221331124465e-01
5.755696929889311253e-01 7.830821270490622155e-01
7.429973719936391330e-01 8.774575444223799980e-01
1.217225936781309859e-01 6.680221668600847540e-01
4.592170484512794193e-01 8.407182370071419886e-01
1.776317229365149686e-01 1.190314112764953025e-01
7.915854171090633828e-01 8.789498356946712221e-02
9.110637689141284357e-01 5.176629531817180663e-01
3.851297625046933293e-01 8.647100578517326053e-01
1.877971537218978693e-01 9.544445272543965464e-01
8.379577312771752107e-01 2.202650649349110479e-01
4.971266778322964708e-01 6.428030973456364539e-01
9.009120707222206814e-01 3.045039475373468862e-01
7.034378963676576335e-01 1.878528192942129360e-01
5.670012187398741910e-01 7.548419937395581814e-01
4.910688406428591612e-01 1.196628406233224418e-01
3.855849436650039541e-01 3.212423149476905104e-01
5.314473801329563374e-01 8.154837255190046097e-01
5.529151441656210419e-01 4.323472684611338046e-01
1.161112919854687675e-01 4.158462322714232551e-01
4.150147518495373999e-01 8.880007628528775454e-01
9.407856726145855664e-01 5.198397118173692100e-02
9.759247991618139606e-01 3.430789497819703993e-01
8.465815220420396248e-01 7.087627058985893624e-01
6.851154061628034198e-01 7.349931500409281337e-01
7.229071948738052811e-02 3.520701070117893128e-01
5.732119160926816281e-01 1.341569410190598388e-01
8.408445048150443579e-01 2.879224411245949744e-01
5.027000525565797906e-01 8.342467995818558801e-01
6.503764616078807625e-01 1.687227987831074749e-02
8.597456652987436332e-01 3.296226694919768274e-01
6.278801902629307374e-01 9.160549200222648514e-01
2.401261514108371520e-01 9.219493515221275359e-01
8.356438446176978063e-01 9.617045945129535367e-01
3.164061181825867930e-01 7.781165023028649985e-01
9.763641697865456104e-01 7.664922615020409724e-01
5.879880002585852194e-01 2.747684277890256599e-01
4.187672545954038705e-01 5.993676713586991722e-01
9.059168045049137419e-04 3.809047455173726338e-01
2.248323890599354113e-01 8.133782832692243447e-01
4.849817391553082890e-01 7.215487511430719314e-01
5.862908339409238501e-01 5.106908480141981732e-01
1.681399643288713497e-01 6.737836054520098816e-01
3.981230517021576709e-01 1.130082873889215467e-01
2.753880871288528764e-01 7.045131431296229874e-01
7.808442833534789962e-01 9.704739420436049313e-01
7.612068456526589477e-01 5.850115493487995089e-02
5.361431171060285772e-01 2.145250966598747366e-01
8.988753272021977603e-01 8.365002088950710402e-01
4.981359988757113610e-01 5.057782377879583846e-01
1.865199288068944972e-01 7.822064564990867108e-01
8.819063472605048748e-02 1.037992024307672345e-01
9.215446499221766619e-01 8.683327315804989510e-02
8.268725018249806213e-01 7.725504968482745927e-01
9.368564217746360168e-01 4.500639933695941286e-01
4.435163519162541590e-01 3.700947398818869027e-01
9.823164669634910640e-01 5.473763821094659310e-01
7.789926154567715644e-01 9.359290806052704692e-01
2.208208546539193184e-01 1.526189034218577989e-01
5.336825296341211056e-01 4.800684075423792274e-01
1.766155474162254269e-01 2.777863597782386229e-01
6.031799332876689457e-01 7.993417728445111337e-01
1.065411524795855103e-01 3.996284677222984305e-01
1.509890083472452682e-01 3.317487496994117047e-01
2.075886986583450611e-01 2.429568382707338881e-01
7.193618737064350066e-01 1.680335839214556204e-01
9.077273794028414278e-01 4.061735803488701890e-01
6.632690103640522805e-01 5.137117862821594105e-02
9.523502103218004500e-01 1.722990131231418864e-01
4.395844060540098353e-01 6.496257981380717528e-01
4.009120125761411746e-02 1.863119533511850001e-01
6.407287096032151519e-01 3.186930852978283601e-01
2.582445447176218156e-02 7.257068745970657320e-01
9.491564191637927861e-01 1.138904942790769370e-01
7.260972261400235883e-01 7.323295448565125820e-02
3.925749966876029839e-01 6.443877337882295553e-01
3.779692650565583678e-01 6.441505507797007368e-02
7.131882022529657528e-01 3.304200849950966745e-02
1.608892591405415295e-01 5.028103862919393041e-01
2.115311910236294946e-02 3.632832788002469115e-01
6.026111034467538374e-01 1.917448337161603567e-01
5.441026772014656565e-01 3.638325924677308087e-01
2.076608094842604668e-01 9.895328404673144895e-01
7.372816682545877409e-01 7.388720949474369970e-01
9.362244728653384973e-01 4.362766592412623545e-01
8.817666010421950640e-01 1.845906061358442152e-01
7.403292746569278826e-02 1.166224360023196960e-01
5.244142656709888106e-01 8.915607690930155149e-01
3.838984763547048651e-01 3.540980618411192493e-01
8.638762756325337744e-01 3.873909801926305185e-01
3.479749097050366391e-01 5.059214709858810277e-01
4.309622219334977578e-01 8.807813927240278895e-01
5.903472910761947690e-01 1.467854800255783410e-01
9.255239846101178669e-01 1.292076364379947107e-01
8.308255603081690088e-01 6.753628291398606764e-01
7.775644997950724724e-01 4.088393864815136336e-01
6.040351653462916470e-02 8.834526062194973939e-01
8.224682585778448907e-01 3.312696485205809394e-01
2.704798941894637210e-01 8.668288906202683552e-01
5.059719880976052409e-01 4.405468359762015895e-01
7.451558106293634243e-01 8.634511540596978563e-01
8.227197252613315248e-01 8.652120214862292213e-01
6.173562077581249419e-01 2.294196170506318522e-01
1.646988706597736218e-01 2.775404743523514073e-01
7.525048255322319690e-01 6.318091660179481206e-01
